2019/5/8 上午 11:32:47	2.122663	4.184746	3.508897	1.785559	2.306837	2.370475	0.669334	1.324960	1.006767	1.794110	1.550244	2.368502	4.117655	1.949507	14.286142	58.040000
2019/5/8 上午 11:32:48	2.127267	4.180800	3.512021	1.788848	2.310454	2.375244	0.670814	1.323316	1.008905	1.791150	1.551231	2.379519	4.122094	1.951151	14.286142	58.040000
2019/5/8 上午 11:32:49	2.134174	4.182608	3.512186	1.792959	2.313250	2.381328	0.671471	1.322658	1.008411	1.790328	1.550738	2.390866	4.124068	1.952796	14.286142	58.040000
2019/5/8 上午 11:32:50	2.140094	4.183266	3.512679	1.797892	2.315716	2.386590	0.672458	1.321836	1.007589	1.789506	1.550080	2.402212	4.126370	1.953289	14.286142	58.040000
2019/5/8 上午 11:32:51	2.145685	4.184911	3.513337	1.801675	2.318183	2.391852	0.673280	1.321507	1.007260	1.788684	1.549751	2.413230	4.128179	1.954276	14.286142	58.040000
2019/5/8 上午 11:32:52	2.154071	4.185075	3.513665	1.805786	2.320814	2.396950	0.671636	1.321671	1.005287	1.789835	1.549093	2.424412	4.129330	1.954933	14.286142	58.040000
2019/5/8 上午 11:32:53	2.157524	4.186062	3.514981	1.807923	2.323116	2.402541	0.674760	1.320356	1.005945	1.789177	1.548271	2.434607	4.131632	1.955920	14.286142	58.040000
2019/5/8 上午 11:32:54	2.162622	4.188528	3.514488	1.813350	2.324925	2.407310	0.676076	1.320027	1.004794	1.789835	1.548271	2.443651	4.133934	1.957564	14.286142	58.040000
2019/5/8 上午 11:32:55	2.167062	4.186884	3.516954	1.816474	2.328049	2.410928	0.677391	1.318711	1.005122	1.786875	1.548929	2.452860	4.135907	1.958387	14.708928	58.040000
2019/5/8 上午 11:32:56	2.171502	4.191488	3.514817	1.820421	2.328543	2.416518	0.677556	1.319205	1.005122	1.785230	1.548600	2.462069	4.137552	1.959373	14.708928	58.040000
2019/5/8 上午 11:32:57	2.177257	4.192475	3.515474	1.824203	2.330516	2.420630	0.675911	1.319863	1.003642	1.786546	1.547120	2.471935	4.138867	1.960360	14.708928	58.040000
2019/5/8 上午 11:32:58	2.183342	4.192146	3.517119	1.826834	2.332489	2.424905	0.678707	1.316245	1.002656	1.785230	1.542516	2.484268	4.139032	1.962498	14.708928	58.040000
